grid,forecast,mean,std,min,max,verdict
us_west,seasonal,1.4221643698515998,0.13819773877661878,1.2731390335427883,1.5460956767620941,robust wins
us_west,persistence,-0.6154251356930448,0.22485003390315406,-0.8458445221908412,-0.396592484125375,robust loses
us_west,lagged_week,-1.5497057730715984,0.19017505967709133,-1.7039194868804153,-1.3372100274866394,robust loses
taskc,seasonal,0.13797677157131058,0.09690532202157326,0.04319809001610579,0.23687720414570587,robust wins
taskc,persistence,0.016493077785665517,0.1983276633862813,-0.19652348418137883,0.1958149585295853,null/mixed
taskc,lagged_week,-0.018625936743177935,0.3582455297313945,-0.42982160373852324,0.2260673204728441,null/mixed
us_hetero,seasonal,-8.117011754087553,0.983250851768859,-9.02085384359501,-7.070040841314108,robust loses
us_hetero,persistence,-6.84459651141288,2.9832015116789634,-9.967959956069548,-4.0247646177137035,robust loses
us_hetero,lagged_week,-3.8796014577641666,3.4969309887228244,-6.649484200814603,0.0498120657414048,null/mixed
