regime,alpha,cvar_indep,cvar_gauss,cvar_clayton,clayton_theta,kendall_tau,gap_gauss_pct,gap_gauss_ci_lo,gap_gauss_ci_hi,gap_clayton_pct,gap_clayton_ci_lo,gap_clayton_ci_hi,gap_clayton_vs_gauss_pct,detectable_gauss,detectable_clayton
R3_reference,0.3,1516160.8219298245,1516844.8305263156,1516570.5266666668,0.880923531537699,0.30577817213617753,-0.045114514674006526,-0.05774092889373916,-0.03184245972719215,-0.027022511788744225,-0.04454028266802974,-0.012869904336382396,0.018092002885262297,True,True
R3_reference,0.5,1516652.592105263,1516503.117105263,1516815.0105263158,0.880923531537699,0.30577817213617753,0.009855585964639028,-0.011671413977922856,0.02220292365291939,-0.01070900626144114,-0.03311417152508216,0.00864738070977778,-0.020564592226080168,False,False
R3_reference,0.75,1517088.1394736844,1515931.8276315788,1517218.415789474,0.880923531537699,0.30577817213617753,0.07621916037829797,0.05496471839621053,0.09914223784658423,-0.008587260845297087,-0.019668725905264847,0.004639011597641923,-0.08480642122359505,True,False
R1_lean,0.3,1516160.8219298245,1516844.8305263156,1516570.5266666668,0.880923531537699,0.30577817213617753,-0.045114514674006526,-0.05774092889373916,-0.03184245972719215,-0.027022511788744225,-0.04454028266802974,-0.012869904336382396,0.018092002885262297,True,True
R1_lean,0.5,1516652.592105263,1516503.117105263,1516815.0105263158,0.880923531537699,0.30577817213617753,0.009855585964639028,-0.011671413977922856,0.02220292365291939,-0.01070900626144114,-0.03311417152508216,0.00864738070977778,-0.020564592226080168,False,False
R1_lean,0.75,1517088.1394736844,1515931.8276315788,1517218.415789474,0.880923531537699,0.30577817213617753,0.07621916037829797,0.05496471839621053,0.09914223784658423,-0.008587260845297087,-0.019668725905264847,0.004639011597641923,-0.08480642122359505,True,False
R2_varcap,0.3,1512526.0289875886,1512720.1557615798,1513134.3476305935,0.880923531537699,0.30577817213617753,-0.012834607158535672,-0.060627915269905866,0.03786459658572082,-0.04021872227957923,-0.08450806781981468,0.0047922960340048976,-0.02738411512104356,False,False
R2_varcap,0.5,1512735.7583116149,1511624.016442327,1513991.1730791293,0.880923531537699,0.30577817213617753,0.073492139204049,0.02309568530602893,0.12232282693683048,-0.08298969338277785,-0.11523074419904095,-0.04557460873208945,-0.15648183258682685,True,True
R2_varcap,0.75,1516009.6069965523,1513613.4136700856,1515795.5046957047,0.880923531537699,0.30577817213617753,0.15805924417681913,0.10857447423700459,0.1780891507725049,0.014122753566965662,-0.01548482402208838,0.03261586082109964,-0.14393649060985347,True,False
